Equation,Implies,Implied by,Does not imply,Not implied by,Unknown,Unknown by
Equation3513[x ◇ y = x ◇ ((x ◇ y) ◇ z)],5,2303,4688,2390,0,0
Equation3515[x ◇ y = x ◇ ((x ◇ z) ◇ y)],5,2410,4688,2283,0,0
Equation3518[x ◇ y = x ◇ ((y ◇ x) ◇ x)],2,2411,4691,2282,0,0
Equation3519[x ◇ y = x ◇ ((y ◇ x) ◇ y)],2,2462,4691,2231,0,0
Equation3520[x ◇ y = x ◇ ((y ◇ x) ◇ z)],5,2321,4688,2372,0,0
Equation3521[x ◇ y = x ◇ ((y ◇ y) ◇ x)],2,2327,4691,2366,0,0
Equation3522[x ◇ y = x ◇ ((y ◇ y) ◇ y)],2,2701,4691,1992,0,0
Equation3523[x ◇ y = x ◇ ((y ◇ y) ◇ z)],5,2325,4688,2368,0,0
Equation3524[x ◇ y = x ◇ ((y ◇ z) ◇ x)],5,2320,4688,2373,0,0
Equation3525[x ◇ y = x ◇ ((y ◇ z) ◇ y)],5,2456,4688,2237,0,0
Equation3526[x ◇ y = x ◇ ((y ◇ z) ◇ z)],5,2402,4688,2291,0,0
Equation3527[x ◇ y = x ◇ ((y ◇ z) ◇ w)],15,2319,4678,2374,0,0
Equation3529[x ◇ y = x ◇ ((z ◇ x) ◇ y)],5,2411,4688,2282,0,0
Equation3532[x ◇ y = x ◇ ((z ◇ y) ◇ x)],15,2297,4678,2396,0,0
Equation3533[x ◇ y = x ◇ ((z ◇ y) ◇ y)],5,2437,4688,2256,0,0
Equation3534[x ◇ y = x ◇ ((z ◇ y) ◇ z)],5,2377,4688,2316,0,0
Equation3537[x ◇ y = x ◇ ((z ◇ z) ◇ y)],5,2480,4688,2213,0,0
Equation3541[x ◇ y = x ◇ ((z ◇ w) ◇ y)],15,2409,4678,2284,0,0
Equation3545[x ◇ y = y ◇ ((x ◇ x) ◇ x)],2,1972,4691,2721,0,0
Equation3546[x ◇ y = y ◇ ((x ◇ x) ◇ y)],2,2028,4691,2665,0,0
Equation3548[x ◇ y = y ◇ ((x ◇ y) ◇ x)],2,1915,4691,2778,0,0
Equation3549[x ◇ y = y ◇ ((x ◇ y) ◇ y)],2,2095,4691,2598,0,0
Equation3555[x ◇ y = y ◇ ((y ◇ x) ◇ x)],2,1915,4691,2778,0,0
Equation3556[x ◇ y = y ◇ ((y ◇ x) ◇ y)],3,2089,4690,2604,0,0
Equation3558[x ◇ y = y ◇ ((y ◇ y) ◇ x)],2,1941,4691,2752,0,0
Equation3566[x ◇ y = y ◇ ((z ◇ x) ◇ y)],60,2024,4633,2669,0,0
Equation3583[x ◇ y = z ◇ ((x ◇ x) ◇ y)],60,2024,4633,2669,0,0
Equation3587[x ◇ y = z ◇ ((x ◇ y) ◇ y)],60,2023,4633,2670,0,0
Equation3588[x ◇ y = z ◇ ((x ◇ y) ◇ z)],5,1976,4688,2717,0,0
Equation3591[x ◇ y = z ◇ ((x ◇ z) ◇ y)],74,2035,4619,2658,0,0
Equation3600[x ◇ y = z ◇ ((y ◇ x) ◇ y)],60,2024,4633,2669,0,0
Equation3601[x ◇ y = z ◇ ((y ◇ x) ◇ z)],10,1967,4683,2726,0,0
Equation3607[x ◇ y = z ◇ ((y ◇ z) ◇ x)],20,1933,4673,2760,0,0
Equation3617[x ◇ y = z ◇ ((z ◇ x) ◇ y)],15,2045,4678,2648,0,0
Equation3620[x ◇ y = z ◇ ((z ◇ y) ◇ x)],50,1929,4643,2764,0,0
Equation3634[x ◇ y = z ◇ ((w ◇ x) ◇ y)],112,2023,4581,2670,0,0
Equation3659[x ◇ x = (x ◇ x) ◇ (x ◇ x)],1,2575,4692,2118,0,0
Equation3660[x ◇ x = (x ◇ x) ◇ (x ◇ y)],2,2141,4691,2552,0,0
Equation3661[x ◇ x = (x ◇ x) ◇ (y ◇ x)],2,2229,4691,2464,0,0
Equation3662[x ◇ x = (x ◇ x) ◇ (y ◇ y)],2,2262,4691,2431,0,0
Equation3663[x ◇ x = (x ◇ x) ◇ (y ◇ z)],5,2101,4688,2592,0,0
Equation3664[x ◇ x = (x ◇ y) ◇ (x ◇ x)],2,2229,4691,2464,0,0
Equation3665[x ◇ x = (x ◇ y) ◇ (x ◇ y)],2,2223,4691,2470,0,0
Equation3666[x ◇ x = (x ◇ y) ◇ (x ◇ z)],5,2036,4688,2657,0,0
Equation3667[x ◇ x = (x ◇ y) ◇ (y ◇ x)],2,2170,4691,2523,0,0
Equation3668[x ◇ x = (x ◇ y) ◇ (y ◇ y)],2,2089,4691,2604,0,0
Equation3669[x ◇ x = (x ◇ y) ◇ (y ◇ z)],5,2034,4688,2659,0,0
Equation3670[x ◇ x = (x ◇ y) ◇ (z ◇ x)],5,2146,4688,2547,0,0
Equation3671[x ◇ x = (x ◇ y) ◇ (z ◇ y)],6,2034,4687,2659,0,0
Equation3672[x ◇ x = (x ◇ y) ◇ (z ◇ z)],6,2086,4687,2607,0,0
Equation3673[x ◇ x = (x ◇ y) ◇ (z ◇ w)],15,2031,4678,2662,0,0
Equation3674[x ◇ x = (y ◇ x) ◇ (x ◇ x)],2,2141,4691,2552,0,0
Equation3675[x ◇ x = (y ◇ x) ◇ (x ◇ y)],2,1940,4691,2753,0,0
Equation3676[x ◇ x = (y ◇ x) ◇ (x ◇ z)],40,1923,4653,2770,0,0
Equation3677[x ◇ x = (y ◇ x) ◇ (y ◇ x)],2,2223,4691,2470,0,0
Equation3678[x ◇ x = (y ◇ x) ◇ (y ◇ y)],2,1977,4691,2716,0,0
Equation3679[x ◇ x = (y ◇ x) ◇ (y ◇ z)],37,1923,4656,2770,0,0
Equation3680[x ◇ x = (y ◇ x) ◇ (z ◇ x)],5,2036,4688,2657,0,0
Equation3681[x ◇ x = (y ◇ x) ◇ (z ◇ y)],40,1924,4653,2769,0,0
Equation3682[x ◇ x = (y ◇ x) ◇ (z ◇ z)],23,1975,4670,2718,0,0
Equation3683[x ◇ x = (y ◇ x) ◇ (z ◇ w)],57,1921,4636,2772,0,0
Equation3684[x ◇ x = (y ◇ y) ◇ (x ◇ x)],2,2262,4691,2431,0,0
Equation3685[x ◇ x = (y ◇ y) ◇ (x ◇ y)],2,1977,4691,2716,0,0
Equation3686[x ◇ x = (y ◇ y) ◇ (x ◇ z)],23,1975,4670,2718,0,0
Equation3687[x ◇ x = (y ◇ y) ◇ (y ◇ x)],2,2089,4691,2604,0,0
Equation3690[x ◇ x = (y ◇ y) ◇ (z ◇ x)],6,2086,4687,2607,0,0
Equation3694[x ◇ x = (y ◇ z) ◇ (x ◇ x)],5,2101,4688,2592,0,0
Equation3696[x ◇ x = (y ◇ z) ◇ (x ◇ z)],37,1923,4656,2770,0,0
Equation3698[x ◇ x = (y ◇ z) ◇ (y ◇ x)],6,2034,4687,2659,0,0
Equation3702[x ◇ x = (y ◇ z) ◇ (z ◇ x)],5,2034,4688,2659,0,0
Equation3703[x ◇ x = (y ◇ z) ◇ (z ◇ y)],16,1939,4677,2754,0,0
Equation3706[x ◇ x = (y ◇ z) ◇ (w ◇ x)],15,2031,4678,2662,0,0
Equation3712[x ◇ y = (x ◇ x) ◇ (x ◇ y)],2,2217,4691,2476,0,0
Equation3714[x ◇ y = (x ◇ x) ◇ (y ◇ x)],2,2049,4691,2644,0,0
Equation3715[x ◇ y = (x ◇ x) ◇ (y ◇ y)],16,2210,4677,2483,0,0
Equation3716[x ◇ y = (x ◇ x) ◇ (y ◇ z)],60,2025,4633,2668,0,0
Equation3718[x ◇ y = (x ◇ x) ◇ (z ◇ y)],60,2134,4633,2559,0,0
Equation3721[x ◇ y = (x ◇ y) ◇ (x ◇ x)],2,2102,4691,2591,0,0
Equation3722[x ◇ y = (x ◇ y) ◇ (x ◇ y)],2,2220,4691,2473,0,0
Equation3723[x ◇ y = (x ◇ y) ◇ (x ◇ z)],5,2031,4688,2662,0,0
Equation3724[x ◇ y = (x ◇ y) ◇ (y ◇ x)],2,2040,4691,2653,0,0
Equation3725[x ◇ y = (x ◇ y) ◇ (y ◇ y)],2,2217,4691,2476,0,0
Equation3726[x ◇ y = (x ◇ y) ◇ (y ◇ z)],5,2038,4688,2655,0,0
Equation3727[x ◇ y = (x ◇ y) ◇ (z ◇ x)],8,2035,4685,2658,0,0
Equation3728[x ◇ y = (x ◇ y) ◇ (z ◇ y)],5,2138,4688,2555,0,0
Equation3729[x ◇ y = (x ◇ y) ◇ (z ◇ z)],5,2091,4688,2602,0,0
Equation3730[x ◇ y = (x ◇ y) ◇ (z ◇ w)],15,2028,4678,2665,0,0
Equation3732[x ◇ y = (x ◇ z) ◇ (x ◇ y)],5,2138,4688,2555,0,0
Equation3735[x ◇ y = (x ◇ z) ◇ (y ◇ x)],112,2024,4581,2669,0,0
Equation3736[x ◇ y = (x ◇ z) ◇ (y ◇ y)],60,2134,4633,2559,0,0
Equation3737[x ◇ y = (x ◇ z) ◇ (y ◇ z)],15,2046,4678,2647,0,0
Equation3740[x ◇ y = (x ◇ z) ◇ (z ◇ y)],30,2146,4663,2547,0,0
Equation3744[x ◇ y = (x ◇ z) ◇ (w ◇ y)],112,2131,4581,2562,0,0
Equation3748[x ◇ y = (y ◇ x) ◇ (x ◇ x)],2,1939,4691,2754,0,0
Equation3749[x ◇ y = (y ◇ x) ◇ (x ◇ y)],2,2040,4691,2653,0,0
Equation3751[x ◇ y = (y ◇ x) ◇ (y ◇ x)],18,1915,4675,2778,0,0
Equation3752[x ◇ y = (y ◇ x) ◇ (y ◇ y)],2,2049,4691,2644,0,0
Equation3755[x ◇ y = (y ◇ x) ◇ (z ◇ y)],112,2024,4581,2669,0,0
Equation3756[x ◇ y = (y ◇ x) ◇ (z ◇ z)],19,1935,4674,2758,0,0
Equation3759[x ◇ y = (y ◇ y) ◇ (x ◇ y)],2,2102,4691,2591,0,0
Equation3761[x ◇ y = (y ◇ y) ◇ (y ◇ x)],2,1939,4691,2754,0,0
Equation3769[x ◇ y = (y ◇ z) ◇ (x ◇ y)],8,2035,4685,2658,0,0
Equation3770[x ◇ y = (y ◇ z) ◇ (x ◇ z)],63,1934,4630,2759,0,0
Equation3786[x ◇ y = (z ◇ x) ◇ (x ◇ y)],5,2038,4688,2655,0,0
Equation3790[x ◇ y = (z ◇ x) ◇ (y ◇ y)],60,2025,4633,2668,0,0
Equation3794[x ◇ y = (z ◇ x) ◇ (z ◇ y)],15,2046,4678,2647,0,0
Equation3803[x ◇ y = (z ◇ y) ◇ (x ◇ y)],5,2031,4688,2662,0,0
Equation3820[x ◇ y = (z ◇ z) ◇ (x ◇ y)],5,2091,4688,2602,0,0
Equation3823[x ◇ y = (z ◇ z) ◇ (y ◇ x)],19,1935,4674,2758,0,0
Equation3837[x ◇ y = (z ◇ w) ◇ (x ◇ y)],15,2028,4678,2665,0,0
Equation3862[x ◇ x = (x ◇ (x ◇ x)) ◇ x],1,2821,4692,1872,0,0
Equation3863[x ◇ x = (x ◇ (x ◇ x)) ◇ y],16,2050,4677,2643,0,0
Equation3864[x ◇ x = (x ◇ (x ◇ y)) ◇ x],2,2469,4691,2224,0,0
Equation3865[x ◇ x = (x ◇ (x ◇ y)) ◇ y],2,2066,4691,2627,0,0
Equation3866[x ◇ x = (x ◇ (x ◇ y)) ◇ z],19,2033,4674,2660,0,0
Equation3867[x ◇ x = (x ◇ (y ◇ x)) ◇ x],2,2500,4691,2193,0,0
Equation3868[x ◇ x = (x ◇ (y ◇ x)) ◇ y],2,2063,4691,2630,0,0
Equation3869[x ◇ x = (x ◇ (y ◇ x)) ◇ z],22,2032,4671,2661,0,0
Equation3870[x ◇ x = (x ◇ (y ◇ y)) ◇ x],2,2522,4691,2171,0,0
Equation3871[x ◇ x = (x ◇ (y ◇ y)) ◇ y],2,2046,4691,2647,0,0
Equation3872[x ◇ x = (x ◇ (y ◇ y)) ◇ z],19,2044,4674,2649,0,0
Equation3873[x ◇ x = (x ◇ (y ◇ z)) ◇ x],5,2428,4688,2265,0,0
Equation3874[x ◇ x = (x ◇ (y ◇ z)) ◇ y],10,2032,4683,2661,0,0
Equation3875[x ◇ x = (x ◇ (y ◇ z)) ◇ z],22,2032,4671,2661,0,0
Equation3876[x ◇ x = (x ◇ (y ◇ z)) ◇ w],29,2029,4664,2664,0,0
Equation3877[x ◇ x = (y ◇ (x ◇ x)) ◇ x],2,2391,4691,2302,0,0
Equation3878[x ◇ x = (y ◇ (x ◇ x)) ◇ y],2,2020,4691,2673,0,0
Equation3879[x ◇ x = (y ◇ (x ◇ x)) ◇ z],65,1931,4628,2762,0,0
Equation3880[x ◇ x = (y ◇ (x ◇ y)) ◇ x],2,2394,4691,2299,0,0
Equation3881[x ◇ x = (y ◇ (x ◇ y)) ◇ y],2,1929,4691,2764,0,0
Equation3882[x ◇ x = (y ◇ (x ◇ y)) ◇ z],75,1921,4618,2772,0,0
Equation3883[x ◇ x = (y ◇ (x ◇ z)) ◇ x],5,2308,4688,2385,0,0
Equation3884[x ◇ x = (y ◇ (x ◇ z)) ◇ y],38,1923,4655,2770,0,0
Equation3885[x ◇ x = (y ◇ (x ◇ z)) ◇ z],75,1921,4618,2772,0,0
Equation3886[x ◇ x = (y ◇ (x ◇ z)) ◇ w],102,1919,4591,2774,0,0
Equation3887[x ◇ x = (y ◇ (y ◇ x)) ◇ x],2,2443,4691,2250,0,0
Equation3888[x ◇ x = (y ◇ (y ◇ x)) ◇ y],2,1929,4691,2764,0,0
Equation3889[x ◇ x = (y ◇ (y ◇ x)) ◇ z],75,1921,4618,2772,0,0
Equation3890[x ◇ x = (y ◇ (y ◇ y)) ◇ x],2,2318,4691,2375,0,0
Equation3891[x ◇ x = (y ◇ (y ◇ y)) ◇ y],18,1973,4675,2720,0,0
Equation3893[x ◇ x = (y ◇ (y ◇ z)) ◇ x],5,2305,4688,2388,0,0
Equation3894[x ◇ x = (y ◇ (y ◇ z)) ◇ y],21,1928,4672,2765,0,0
Equation3895[x ◇ x = (y ◇ (y ◇ z)) ◇ z],21,1947,4672,2746,0,0
Equation3897[x ◇ x = (y ◇ (z ◇ x)) ◇ x],5,2340,4688,2353,0,0
Equation3899[x ◇ x = (y ◇ (z ◇ x)) ◇ z],75,1921,4618,2772,0,0
Equation3901[x ◇ x = (y ◇ (z ◇ y)) ◇ x],5,2305,4688,2388,0,0
Equation3902[x ◇ x = (y ◇ (z ◇ y)) ◇ y],21,1928,4672,2765,0,0
Equation3903[x ◇ x = (y ◇ (z ◇ y)) ◇ z],21,1942,4672,2751,0,0
Equation3905[x ◇ x = (y ◇ (z ◇ z)) ◇ x],5,2315,4688,2378,0,0
Equation3909[x ◇ x = (y ◇ (z ◇ w)) ◇ x],15,2302,4678,2391,0,0
Equation3915[x ◇ y = (x ◇ (x ◇ x)) ◇ y],2,2701,4691,1992,0,0
Equation3917[x ◇ y = (x ◇ (x ◇ y)) ◇ x],2,2095,4691,2598,0,0
Equation3918[x ◇ y = (x ◇ (x ◇ y)) ◇ y],2,2446,4691,2247,0,0
Equation3919[x ◇ y = (x ◇ (x ◇ y)) ◇ z],60,2023,4633,2670,0,0
Equation3921[x ◇ y = (x ◇ (x ◇ z)) ◇ y],5,2437,4688,2256,0,0
Equation3924[x ◇ y = (x ◇ (y ◇ x)) ◇ x],3,2089,4690,2604,0,0
Equation3925[x ◇ y = (x ◇ (y ◇ x)) ◇ y],2,2462,4691,2231,0,0
Equation3926[x ◇ y = (x ◇ (y ◇ x)) ◇ z],60,2024,4633,2669,0,0
Equation3927[x ◇ y = (x ◇ (y ◇ y)) ◇ x],2,2028,4691,2665,0,0
Equation3928[x ◇ y = (x ◇ (y ◇ y)) ◇ y],2,2488,4691,2205,0,0
Equation3929[x ◇ y = (x ◇ (y ◇ y)) ◇ z],60,2024,4633,2669,0,0
Equation3930[x ◇ y = (x ◇ (y ◇ z)) ◇ x],60,2024,4633,2669,0,0
Equation3931[x ◇ y = (x ◇ (y ◇ z)) ◇ y],5,2411,4688,2282,0,0
Equation3932[x ◇ y = (x ◇ (y ◇ z)) ◇ z],15,2045,4678,2648,0,0
Equation3933[x ◇ y = (x ◇ (y ◇ z)) ◇ w],112,2023,4581,2670,0,0
Equation3935[x ◇ y = (x ◇ (z ◇ x)) ◇ y],5,2456,4688,2237,0,0
Equation3939[x ◇ y = (x ◇ (z ◇ y)) ◇ y],5,2410,4688,2283,0,0
Equation3940[x ◇ y = (x ◇ (z ◇ y)) ◇ z],74,2035,4619,2658,0,0
Equation3943[x ◇ y = (x ◇ (z ◇ z)) ◇ y],5,2480,4688,2213,0,0
Equation3947[x ◇ y = (x ◇ (z ◇ w)) ◇ y],15,2409,4678,2284,0,0
Equation3951[x ◇ y = (y ◇ (x ◇ x)) ◇ x],2,1941,4691,2752,0,0
Equation3952[x ◇ y = (y ◇ (x ◇ x)) ◇ y],2,2327,4691,2366,0,0
Equation3954[x ◇ y = (y ◇ (x ◇ y)) ◇ x],2,1915,4691,2778,0,0
Equation3955[x ◇ y = (y ◇ (x ◇ y)) ◇ y],2,2396,4691,2297,0,0
Equation3958[x ◇ y = (y ◇ (x ◇ z)) ◇ y],15,2297,4678,2396,0,0
Equation3961[x ◇ y = (y ◇ (y ◇ x)) ◇ x],2,1915,4691,2778,0,0
Equation3962[x ◇ y = (y ◇ (y ◇ x)) ◇ y],2,2411,4691,2282,0,0
Equation3964[x ◇ y = (y ◇ (y ◇ y)) ◇ x],2,1972,4691,2721,0,0
Equation3972[x ◇ y = (y ◇ (z ◇ x)) ◇ y],5,2320,4688,2373,0,0
Equation3973[x ◇ y = (y ◇ (z ◇ x)) ◇ z],20,1933,4673,2760,0,0
Equation3989[x ◇ y = (z ◇ (x ◇ x)) ◇ y],5,2325,4688,2368,0,0
Equation3993[x ◇ y = (z ◇ (x ◇ y)) ◇ y],5,2303,4688,2390,0,0
Equation3994[x ◇ y = (z ◇ (x ◇ y)) ◇ z],5,1976,4688,2717,0,0
Equation3997[x ◇ y = (z ◇ (x ◇ z)) ◇ y],5,2377,4688,2316,0,0
Equation4006[x ◇ y = (z ◇ (y ◇ x)) ◇ y],5,2321,4688,2372,0,0
Equation4007[x ◇ y = (z ◇ (y ◇ x)) ◇ z],10,1967,4683,2726,0,0
Equation4023[x ◇ y = (z ◇ (z ◇ x)) ◇ y],5,2402,4688,2291,0,0
Equation4040[x ◇ y = (z ◇ (w ◇ x)) ◇ y],15,2319,4678,2374,0,0
Equation4065[x ◇ x = ((x ◇ x) ◇ x) ◇ x],1,3029,4692,1664,0,0
Equation4066[x ◇ x = ((x ◇ x) ◇ x) ◇ y],2,2219,4691,2474,0,0
Equation4067[x ◇ x = ((x ◇ x) ◇ y) ◇ x],2,2632,4691,2061,0,0
Equation4068[x ◇ x = ((x ◇ x) ◇ y) ◇ y],2,2320,4691,2373,0,0
Equation4069[x ◇ x = ((x ◇ x) ◇ y) ◇ z],7,2218,4686,2475,0,0
Equation4070[x ◇ x = ((x ◇ y) ◇ x) ◇ x],2,2626,4691,2067,0,0
Equation4071[x ◇ x = ((x ◇ y) ◇ x) ◇ y],2,2188,4691,2505,0,0
Equation4072[x ◇ x = ((x ◇ y) ◇ x) ◇ z],10,2163,4683,2530,0,0
Equation4073[x ◇ x = ((x ◇ y) ◇ y) ◇ x],2,2663,4691,2030,0,0
Equation4074[x ◇ x = ((x ◇ y) ◇ y) ◇ y],2,2171,4691,2522,0,0
Equation4075[x ◇ x = ((x ◇ y) ◇ y) ◇ z],10,2163,4683,2530,0,0
Equation4076[x ◇ x = ((x ◇ y) ◇ z) ◇ x],5,2554,4688,2139,0,0
Equation4077[x ◇ x = ((x ◇ y) ◇ z) ◇ y],10,2162,4683,2531,0,0
Equation4078[x ◇ x = ((x ◇ y) ◇ z) ◇ z],10,2163,4683,2530,0,0
Equation4079[x ◇ x = ((x ◇ y) ◇ z) ◇ w],17,2159,4676,2534,0,0
Equation4080[x ◇ x = ((y ◇ x) ◇ x) ◇ x],3,2360,4690,2333,0,0
Equation4081[x ◇ x = ((y ◇ x) ◇ x) ◇ y],3,1950,4690,2743,0,0
Equation4082[x ◇ x = ((y ◇ x) ◇ x) ◇ z],60,1922,4633,2771,0,0
Equation4083[x ◇ x = ((y ◇ x) ◇ y) ◇ x],2,2391,4691,2302,0,0
Equation4084[x ◇ x = ((y ◇ x) ◇ y) ◇ y],2,1930,4691,2763,0,0
Equation4085[x ◇ x = ((y ◇ x) ◇ y) ◇ z],60,1922,4633,2771,0,0
Equation4086[x ◇ x = ((y ◇ x) ◇ z) ◇ x],12,2305,4681,2388,0,0
Equation4087[x ◇ x = ((y ◇ x) ◇ z) ◇ y],60,1922,4633,2771,0,0
Equation4088[x ◇ x = ((y ◇ x) ◇ z) ◇ z],60,1922,4633,2771,0,0
Equation4089[x ◇ x = ((y ◇ x) ◇ z) ◇ w],87,1919,4606,2774,0,0
Equation4090[x ◇ x = ((y ◇ y) ◇ x) ◇ x],2,2456,4691,2237,0,0
Equation4091[x ◇ x = ((y ◇ y) ◇ x) ◇ y],2,1955,4691,2738,0,0
Equation4093[x ◇ x = ((y ◇ y) ◇ y) ◇ x],2,2343,4691,2350,0,0
Equation4094[x ◇ x = ((y ◇ y) ◇ y) ◇ y],18,1991,4675,2702,0,0
Equation4100[x ◇ x = ((y ◇ z) ◇ x) ◇ x],6,2344,4687,2349,0,0
Equation4102[x ◇ x = ((y ◇ z) ◇ x) ◇ z],60,1921,4633,2772,0,0
Equation4104[x ◇ x = ((y ◇ z) ◇ y) ◇ x],5,2306,4688,2387,0,0
Equation4105[x ◇ x = ((y ◇ z) ◇ y) ◇ y],21,1929,4672,2764,0,0
Equation4106[x ◇ x = ((y ◇ z) ◇ y) ◇ z],21,1943,4672,2750,0,0
Equation4108[x ◇ x = ((y ◇ z) ◇ z) ◇ x],12,2306,4681,2387,0,0
Equation4109[x ◇ x = ((y ◇ z) ◇ z) ◇ y],21,1949,4672,2744,0,0
Equation4110[x ◇ x = ((y ◇ z) ◇ z) ◇ z],53,1927,4640,2766,0,0
Equation4112[x ◇ x = ((y ◇ z) ◇ w) ◇ x],19,2302,4674,2391,0,0
Equation4117[x ◇ y = ((x ◇ x) ◇ x) ◇ x],227,2152,4466,2541,0,0
Equation4118[x ◇ y = ((x ◇ x) ◇ x) ◇ y],2,2828,4691,1865,0,0
Equation4120[x ◇ y = ((x ◇ x) ◇ y) ◇ x],2,2173,4691,2520,0,0
Equation4121[x ◇ y = ((x ◇ x) ◇ y) ◇ y],2,2544,4691,2149,0,0
Equation4124[x ◇ y = ((x ◇ x) ◇ z) ◇ y],21,2541,4672,2152,0,0
Equation4127[x ◇ y = ((x ◇ y) ◇ x) ◇ x],2,2264,4691,2429,0,0
Equation4128[x ◇ y = ((x ◇ y) ◇ x) ◇ y],2,2593,4691,2100,0,0
Equation4129[x ◇ y = ((x ◇ y) ◇ x) ◇ z],21,2161,4672,2532,0,0
Equation4130[x ◇ y = ((x ◇ y) ◇ y) ◇ x],2,2165,4691,2528,0,0
Equation4131[x ◇ y = ((x ◇ y) ◇ y) ◇ y],2,2700,4691,1993,0,0
Equation4134[x ◇ y = ((x ◇ y) ◇ z) ◇ y],5,2558,4688,2135,0,0
